country_standard,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,cpi_score,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,ogp_trans_text,ogp_part_text,code,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,percap_domestic_health_expenditure,percap_domestic_health_expenditure_ppp,gdp,gdp_percap,gdp_percap_ppp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
Azerbaijan,2020,42317.098039215685,714.7058823529412,715.7342259136212,550.7414965986394,8.982993197278912,8.415790697674419,4173.623408496732,70.48957189542483,70.59098671096345,54.31822108843537,0.886,0.8299700996677741,1.1273214285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.030261437908493,10139175,119.309,32.4,6.018,3.871,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,218700,2641,21569.802,260.475,NA,NA,NA,NA,NA,NA,NA,NA,218700,2641,21569.802,260.475,NA,NA,NA,NA,NA,NA,NA,NA,237775,3257,23451.119,321.229,NA,NA,428635,428635,NA,4.23,4.23,NA,26.8,5,28.599999999999998,33.3,37.5,29.4,-0.7,Authoritarian,30,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.0434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bahamas,2020,2658.4398625429553,27.04810996563574,27.377118881118882,64.02909090909091,0.6181818181818182,0.59343006993007,6760.212024054983,68.78131615120274,69.61791258741259,162.82110545454546,1.572029090909091,1.508965034965035,0.9724324324324325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.36164948453609,393248,39.497,34.3,8.996,5.2,NA,235.954,13.17,3.1,20.4,NA,2.9,73.92,0.814,7871,170,20015.359,432.297,NA,NA,NA,NA,NA,NA,NA,NA,7871,170,20015.359,432.297,NA,NA,NA,NA,NA,NA,NA,NA,8642,185,21975.954,470.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bahrain,2020,41441.36538461538,297.0352564102564,299.50347557003255,162.43642611683848,1.2096219931271477,1.1442671009771987,24354.595282051283,174.56407692307693,176.01462540716614,95.462,0.7108900343642611,0.6725048859934853,1.0842567567567567,NA,NA,NA,NA,NA,NA,NA,NA,8665.32751091703,1004577.2748091603,590.3780381679389,5.0924759825327515,7865.094915254237,4.622210169491526,0.03836949152542373,34.46,52418.22222222222,52418.22222222222,NA,2459.75,4332.125,3.08,3.08,NA,2546,63.355384615384615,1701583,1935.907,32.4,2.372,1.387,NA,151.689,16.52,5.8,37.6,NA,2,77.29,0.852,92675,352,54463.99,206.866,2355313,1384.189,58643,58643,NA,3.45,3.45,NA,92675,352,54463.99,206.866,2355313,1384.189,58643,58643,NA,3.45,3.45,NA,128428,476,75475.601,279.74,3194226,1877.208,517901,311829,206072,30.44,18.33,12.11,24.900000000000002,8.299999999999999,27.1,27.799999999999997,43.8,17.6,-0.6,Authoritarian,42,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bangladesh,2020,230132.03344481604,1717.4247491638796,1735.589911564626,3352.038062283737,26.155709342560552,25.440183673469388,1397.3701872909699,10.428250836120402,10.538574829931973,20.353664359861593,0.1588477508650519,0.1544829931972789,1.1209665427509294,NA,NA,NA,NA,NA,NA,NA,NA,10676.850993377484,1272630.9437086093,7.727460264900662,0.06480132450331126,10718.104377104377,0.06506397306397306,0.14506122448979591,10.19625850340136,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.69276315789475,164689383,1265.036,27.5,5.098,3.262,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,513510,7559,3118.052,45.899,3224409,19.579,NA,NA,NA,NA,NA,NA,513510,7559,3118.052,45.899,3224409,19.579,NA,NA,NA,NA,NA,NA,553105,8496,3358.474,51.588,4143276,25.158,4013963,4013963,NA,2.44,2.44,NA,59.900000000000006,74.2,60.7,61.1,56.3,47.1,1.1,Hybrid regime,26,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.066,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Barbados,2020,155.96206896551723,1.3206896551724139,1.2661719298245613,6.77859778597786,0.025830258302583026,0.02457894736842105,542.720324137931,4.595803448275862,4.405985964912281,23.588527675276755,0.08988929889298893,0.08544912280701754,0.8609826589595376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.39393103448276,287371,664.463,39.8,14.952,9.473,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,383,7,1332.772,24.359,NA,NA,NA,NA,NA,NA,NA,NA,383,7,1332.772,24.359,NA,NA,NA,NA,NA,NA,NA,NA,3353,37,11667.844,128.753,NA,NA,49393,49393,NA,17.19,17.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Belarus,2020,66334.27922077922,630.7922077922078,622.4926798679868,625.3913043478261,5.159420289855072,4.60346204620462,7020.004857142857,66.7552987012987,65.87699339933994,66.18375,0.5458985507246377,0.48714521452145215,1.133840579710145,NA,NA,NA,NA,NA,NA,NA,NA,9297.666666666666,998570.5652173914,105.67641739130435,0.9838823529411764,13173.171717171717,1.394087542087542,0.044060606060606064,52.929966329966334,0,0,NA,NA,403,0,0,NA,43,16.63818181818182,9449321,46.858,40.3,14.799,9.788,NA,443.129,5.18,10.5,46.1,NA,11,74.79,0.823,194284,1424,20560.631,150.699,3924079,415.276,0,0,NA,0,0,NA,194284,1424,20560.631,150.699,3924079,415.276,0,0,NA,0,0,NA,298123,2063,31549.674,218.323,4971502,526.123,20944,20944,NA,0.22,0.22,NA,25.9,0,20,38.9,50,20.6,1.1,Authoritarian,47,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.142485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Belgium,2020,162144.67771084336,1947.2771084337348,1959.8213211009174,9902.70945945946,65.97297297297297,58.982510703363914,13990.513334337349,168.01915060240964,169.10148623853212,854.4467128378378,5.6923952702702705,5.089287461773701,1.1528,456.85616438356163,39.41943493150685,2181.9075342465753,188.26400342465755,NA,NA,1170.0198333333333,100.95421428571429,22760.07843137255,2437558.594771242,210.32262418300652,1.9638333333333333,22979.030100334447,1.9827224080267558,0.08934666666666667,30.489,540,540,NA,162.66666666666666,134.66666666666666,0.005,0.005,NA,11.666666666666666,56.30012048192771,11589616,375.564,41.8,18.571,12.849,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,646496,19528,55782.349,1684.957,6964584,600.933,786,786,NA,0.01,0.01,NA,646496,19528,55782.349,1684.957,6964584,600.933,786,786,NA,0.01,0.01,NA,794605,22347,68561.806,1928.192,9774622,843.395,1016646,664712,351934,8.77,5.74,3.04,75.1,95.8,78.60000000000001,50,68.8,82.4,-1.3,Flawed democracy,76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0390176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Belize,2020,2024.2852112676057,37.943661971830984,38.039967741935484,42.370370370370374,0.9185185185185185,0.8479498207885304,5090.991658450705,95.42671126760564,95.66886379928316,106.55972222222222,2.3100666666666667,2.132508960573477,1.0433333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.90598591549296,397621,16.426,25,3.853,2.279,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,10776,248,27101.184,623.71,NA,NA,NA,NA,NA,NA,NA,NA,10776,248,27101.184,623.71,NA,NA,NA,NA,NA,NA,NA,NA,12355,316,31072.303,794.727,NA,NA,2489,2489,NA,0.63,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Benin,2020,1588.0962199312714,11.171821305841924,11.248227272727272,27.97037037037037,0.16296296296296298,0.15388461538461537,130.99647422680414,0.9215051546391753,0.9278286713286713,2.307,0.013411111111111111,0.012744755244755246,0.8916386554621849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.38948453608248,12123198,99.11,18.8,3.244,1.942,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,3251,44,268.164,3.629,NA,NA,NA,NA,NA,NA,NA,NA,3251,44,268.164,3.629,NA,NA,NA,NA,NA,NA,NA,NA,6501,81,536.245,6.681,NA,NA,NA,NA,NA,NA,NA,NA,45.8,33.3,53.6,38.9,56.3,47.1,-5.1,Hybrid regime,41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.231913733333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,50,NA,NA,NA,50,NA,NA,BEN,TRUE
Bhutan,2020,177.54152823920265,2.2259136212624586,2.1115033783783783,NA,NA,0,230.09172757475082,2.88478073089701,2.7364628378378377,NA,NA,0,0.7877922077922078,NA,NA,NA,NA,NA,NA,NA,NA,1007.8389513108614,90466.91666666667,117.24406884057971,1.3061423220973782,951.9855595667871,1.2337509025270759,0.0027653429602888086,609.6482213438735,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5275415282392,771612,21.188,28.6,4.885,2.977,1.5,217.066,9.75,NA,NA,79.807,1.7,71.78,0.654,670,NA,868.312,NA,281699,365.079,NA,NA,NA,NA,NA,NA,670,NA,868.312,NA,281699,365.079,NA,NA,NA,NA,NA,NA,868,1,1124.918,1.296,547125,709.068,NA,NA,NA,NA,NA,NA,57.1,87.5,67.9,33.3,50,47.1,4.1,Hybrid regime,68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bolivia,2020,76447.62162162163,540.9594594594595,536.9327731958763,4443.068345323741,32.96762589928058,31.334828178694156,6549.08179054054,46.34266554054054,45.99771821305842,380.6268489208633,2.824269784172662,2.6843642611683847,1.1171272727272727,NA,NA,NA,NA,NA,NA,NA,NA,1526.0075757575758,183259.74007220217,15.699404332129964,0.13072348484848484,1416.6573426573427,0.12133566433566434,0.3147867132867133,4.59965034965035,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.06078498293516,11673029,10.202,25.4,6.704,4.393,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,160124,9165,13717.434,785.143,414737,35.53,NA,NA,NA,NA,NA,NA,160124,9165,13717.434,785.143,414737,35.53,NA,NA,NA,NA,NA,NA,256462,11884,21970.476,1018.073,757118,64.86,126889,117011,9878,1.09,1,0.08,50.8,60.8,35.699999999999996,61.1,37.5,58.8,2.4,Hybrid regime,31,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bosnia & Herzegovina,2020,26654.43046357616,367.5,370.48292592592594,877.0454545454545,14.160839160839162,13.392481481481482,8124.332029801324,112.01484768211921,112.92404713804714,267.3255034965035,4.316286713286713,4.08203367003367,1.137007042253521,NA,NA,NA,NA,NA,NA,NA,NA,2012.9292452830189,201921.42307692306,61.54611111111111,0.6135330188679246,1871.1716417910447,0.5703470149253731,0.167794776119403,14.027985074626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.40645695364238,3280815,68.496,42.5,16.569,10.711,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,110985,4050,33828.485,1234.449,514380,156.784,NA,NA,NA,NA,NA,NA,110985,4050,33828.485,1234.449,514380,156.784,NA,NA,NA,NA,NA,NA,139652,5382,42566.253,1640.446,689431,210.14,NA,NA,NA,NA,NA,NA,48.4,70,29.3,55.599999999999994,31.299999999999997,55.9,-0.2,Hybrid regime,35,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.225975,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Botswana,2020,3371.6678700361012,53.44765342960289,52.316757352941174,11.557971014492754,0.15217391304347827,0.146125,1433.7608880866426,22.727953068592058,22.247055147058823,4.914760869565217,0.06469565217391304,0.0620110294117647,0.9802702702702702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.41075812274368,2351625,4.044,25.8,3.941,2.242,NA,237.372,4.81,5.7,34.4,NA,1.8,69.59,0.735,14805,42,6295.647,17.86,NA,NA,NA,NA,NA,NA,NA,NA,14805,42,6295.647,17.86,NA,NA,NA,NA,NA,NA,NA,NA,32912,413,13995.429,175.623,NA,NA,NA,NA,NA,NA,NA,NA,76.2,91.7,67.9,61.1,75,85.3,-1.9,Flawed democracy,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,0,75,NA,NA,NA,50,NA,NA,BWA,TRUE
Brazil,2020,2873792.14516129,24761.20322580645,24712.974724590164,93351.23448275862,672.2379310344828,630.2093803278689,13519.947925806451,116.49073870967742,116.26382950819672,439.17714827586207,3.1625862068965516,2.9648754098360657,1.2133788395904437,NA,NA,NA,NA,NA,NA,NA,NA,NA,3181556.8125,14.9678125,NA,52873.37804878049,0.2487560975609756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.23045161290322,212559409,25.04,33.5,8.552,5.06,3.4,177.961,8.11,10.1,17.9,NA,2.2,75.88,0.765,7675973,194949,36112.13,917.151,6421441,30.21,NA,NA,NA,NA,NA,NA,7675973,194949,36112.13,917.151,6421441,30.21,NA,NA,NA,NA,NA,NA,11202305,270656,52701.995,1273.319,6421441,30.21,11756131,8764547,2991584,5.53,4.12,1.41,69.2,95.8,53.6,61.1,56.3,79.4,0.6,Flawed democracy,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2999232,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Brunei,2020,138.34563758389262,0.5268456375838926,0.49396245733788396,2.4982078853046596,0.010752688172043012,0.01024914675767918,316.2307751677852,1.2042818791946308,1.129085324232082,5.710189964157706,0.024580645161290323,0.023436860068259388,0.03553191489361702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.62463087248322,437483,81.347,32.4,4.591,2.382,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,157,3,358.871,6.857,NA,NA,NA,NA,NA,NA,NA,NA,157,3,358.871,6.857,NA,NA,NA,NA,NA,NA,NA,NA,192,3,438.874,6.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Bulgaria,2020,37109.88963210702,676.4749163879599,676.879993197279,1174.962837837838,25.594594594594593,24.83238775510204,5340.747401337792,97.35632441471571,97.4146156462585,169.0972668918919,3.683570945945946,3.573829931972789,1.12506993006993,130.44074074074075,18.772674074074075,1788.825925925926,257.4426407407407,NA,NA,NA,NA,4830.485576923077,460208.02597402595,66.23179220779221,0.6951538461538461,4307.507751937985,0.6199496124031008,0.12000775193798449,21.093798449612404,3163.5,3163.5,NA,2889,2183,0.045000000000000005,0.045000000000000005,NA,314.5,48.2790635451505,6948445,65.18,44.7,20.801,13.272,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,202266,7576,29109.535,1090.316,1149545,165.439,4608,4608,NA,0.07,0.07,NA,202266,7576,29109.535,1090.316,1149545,165.439,4608,4608,NA,0.07,0.07,NA,269579,10999,38797.026,1582.944,1741614,250.648,309145,256410,52735,4.45,3.69,0.76,67.1,91.7,57.1,72.2,43.8,70.6,-3.2,Flawed democracy,44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.0999424,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Burkina Faso,2020,1637.2289562289561,22.58249158249158,21.987760273972604,53.37370242214533,0.29411764705882354,0.27449657534246574,78.32403703703704,1.0803569023569024,1.051890410958904,2.5532318339100346,0.014110726643598616,0.013202054794520548,1.0165957446808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.466262626262626,20903278,70.151,17.6,2.409,1.358,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,6707,85,320.859,4.066,NA,NA,NA,NA,NA,NA,NA,NA,6707,85,320.859,4.066,NA,NA,NA,NA,NA,NA,NA,NA,12230,143,585.076,6.841,NA,NA,NA,NA,NA,NA,NA,NA,37.3,30,23.599999999999998,44.400000000000006,50,38.199999999999996,-3.1,Authoritarian,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0264628,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,25,75,NA,NA,NA,50,NA,NA,BFA,TRUE
Burundi,2020,358.018115942029,2.963768115942029,2.953590405904059,1.049429657794677,0.0076045627376425855,0.007387453874538745,30.108797101449277,0.24921739130434784,0.2482509225092251,0.08815209125475286,6.387832699619772e-4,6.199261992619927e-4,0.8473737373737373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.903985507246377,11890781,423.062,17.5,2.562,1.504,71.7,293.068,6.05,NA,NA,6.144,0.8,61.58,0.433,818,2,68.793,0.168,NA,NA,NA,NA,NA,NA,NA,NA,818,2,68.793,0.168,NA,NA,NA,NA,NA,NA,NA,NA,2369,3,199.23,0.252,NA,NA,NA,NA,NA,NA,NA,NA,21.400000000000002,0,0,33.3,50,23.5,-0.1,Authoritarian,19,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.0407139333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,50,NA,NA,NA,50,NA,NA,BDI,TRUE
Cambodia,2020,186.45294117647057,1.111764705882353,1.0908776119402985,NA,NA,0,11.152255882352941,0.0665235294117647,0.06533134328358209,NA,NA,0,0.3708664259927798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.18541176470588,16718971,90.672,25.6,4.412,2.385,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,378,NA,22.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,NA,22.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,1163,NA,69.562,NA,NA,NA,109854,109854,NA,0.66,0.66,NA,31,0,39.300000000000004,38.9,56.3,20.6,-4.3,Authoritarian,21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0481536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Cameroon,2020,14059.60465116279,87.29900332225914,88.76981756756757,314.7730496453901,1.5886524822695036,1.513537162162162,529.6344750830565,3.2886279069767443,3.343993243243243,11.857670212765957,0.05984751773049645,0.057057432432432435,0.9773646209386282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.14953488372093,26545864,50.885,18.8,3.165,1.919,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.563,26277,448,989.872,16.876,NA,NA,NA,NA,NA,NA,NA,NA,26277,448,989.872,16.876,NA,NA,NA,NA,NA,NA,NA,NA,36794,566,1386.054,21.322,NA,NA,NA,NA,NA,NA,NA,NA,27.7,16.7,21.400000000000002,33.3,43.8,23.5,-0.8,Authoritarian,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.1653,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,25,25,NA,NA,NA,25,NA,NA,CMR,TRUE
Canada,2020,141561.12316715543,1713.8093841642228,1671.0191547619047,8111.201342281879,52.89261744966443,45.6870744047619,3750.7427507331377,45.40833431085044,44.27458333333333,214.91089932885907,1.4013422818791945,1.2104851190476191,1.1731525423728815,263.18791946308727,6.973308724832215,1376.4161073825503,36.46890268456376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35135.88888888889,NA,NA,5739.823529411765,4154.705882352941,0.09333333333333334,NA,NA,110.17647058823529,58.397214076246335,37742157,4.037,41.4,16.984,10.797,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,584409,15762,15484.25,417.623,NA,NA,97582,NA,NA,0.26,NA,NA,584409,15762,15484.25,417.623,NA,NA,97582,NA,NA,0.26,NA,NA,902234,22330,23905.205,591.646,25159921,666.626,2621289,2037806,583483,6.95,5.4,1.55,92.4,95.8,89.3,88.9,93.80000000000001,94.1,0.2,Full democracy,77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
