country_standard,year,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,cum_eoy_total_cases,cum_eoy_total_deaths,cum_eoy_total_cases_per_million,cum_eoy_total_deaths_per_million,cum_eoy_total_tests,cum_eoy_total_tests_per_thousand,cum_eoy_total_vaccinations,cum_eoy_people_vaccinated,cum_eoy_people_fully_vaccinated,cum_eoy_total_vaccinations_per_hundred,cum_eoy_people_vaccinated_per_hundred,cum_eoy_people_fully_vaccinated_per_hundred,annual_total_cases,annual_total_deaths,annual_total_cases_per_million,annual_total_deaths_per_million,annual_total_tests,annual_total_tests_per_thousand,annual_total_vaccinations,annual_people_vaccinated,annual_people_fully_vaccinated,annual_total_vaccinations_per_hundred,annual_people_vaccinated_per_hundred,annual_people_fully_vaccinated_per_hundred,cum_total_cases,cum_total_deaths,cum_total_cases_per_million,cum_total_deaths_per_million,cum_total_tests,cum_total_tests_per_thousand,cum_total_vaccinations,cum_people_vaccinated,cum_people_fully_vaccinated,cum_total_vaccinations_per_hundred,cum_people_vaccinated_per_hundred,cum_people_fully_vaccinated_per_hundred,eiu_overall_score,eiu_electoral,eiu_gov_func,eiu_pol_part,eiu_pol_culture,eiu_civil_liberties,eiu_score_change,eiu_regime_type,cpi_score,ogp_participation_fisc_open,ogp_transparency_fisc_open,ogp_participating,ogp_trans_text,ogp_part_text,code,wgi_voice_and_accountability,wgi_control_of_corruption,wgi_govt_effective,vdem_v2x_libdem,vdem_v2x_partipdem,vdem_v2x_cspart,country_id,vdem_transparent_laws,vdem_accountability_index,vdem_vertical_account,vdem_diagonal_account,vdem_horizontal_account,vdem_corruption_index,vdem_exec_corruption,vdem_public_sector_corruption,iso_code,pandem,panback,fh_global_freedom_score,percap_domestic_health_expenditure,percap_domestic_health_expenditure_ppp,gdp,gdp_percap,gdp_percap_ppp,gini,wvs_trust_parliament,wvs_trust_gov,wvs_trust_court,wvs_trust_elect,wvs_corruption,afr_int_citizens_can_access_the_results_,afr_int_citizens_have_a_right_to_request,afr_int_citizen_requests_for_public_info,afr_int_citizens_can_access_legislative_,afr_int_senior_officials_of_the_three_br,afr_int_political_parties_are_required_t,afr_int_corruption_is_criminalized_as_a_,afr_int_the_body_bodies_that_investigate,afr_int_civil_servants_who_report_cases_,afr_int_there_is_an_independent_body_bod,afr_int_iso_code,post_covid
South Korea,2020,17436.58260869565,179.5581395348837,173.38686430678467,331.17721518987344,2.901898734177215,2.5178879056047196,340.0987304347826,3.5023226744186045,3.381882005899705,6.459541139240506,0.05680379746835443,0.04910619469026549,1.1291428571428572,NA,NA,NA,NA,NA,NA,NA,NA,12278.76821192053,1517908.346749226,29.606628482972138,0.23948675496688743,11488.070796460177,0.2240796460176991,0.012427728613569321,193.83215339233038,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.80164739884393,51269183,527.967,43.4,13.914,8.622,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,61769,917,1204.798,17.886,4043542,78.869,NA,NA,NA,NA,NA,NA,61769,917,1204.798,17.886,4043542,78.869,NA,NA,NA,NA,NA,NA,94198,1652,1837.322,32.222,6794415,132.524,500635,500635,NA,0.98,0.98,NA,80.1,91.7,82.10000000000001,72.2,75,79.4,0.1,Full democracy,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.06864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
South Sudan,2020,2074.468634686347,13.129151291512915,13.153045112781955,45.41991341991342,0.2727272727272727,0.23472932330827068,185.3241918819188,1.1728745387453874,1.1750375939849624,4.057558441558442,0.024350649350649352,0.02106390977443609,0.8925316455696203,NA,NA,NA,NA,NA,NA,NA,NA,677.5588235294117,46180.90625,4.125625,0.0605,460.85,0.04115,0.018966666666666666,75.5825,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.96911439114392,11193729,NA,19.2,3.441,2.032,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.433,3558,63,317.857,5.628,76232,6.81,NA,NA,NA,NA,NA,NA,3558,63,317.857,5.628,76232,6.81,NA,NA,NA,NA,NA,NA,8870,102,792.408,9.112,116018,10.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.0359424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Spain,2020,556770.5850746268,5756.014925373134,5704.0025787878785,28684.529605263157,167.22697368421052,152.19135151515152,11908.31292238806,123.11071343283582,121.99827878787879,613.5100592105263,3.5766875,3.2550848484848487,1.2268092105263158,1904.215053763441,40.727666666666664,12597.333333333334,269.43413978494624,430.4715625,9.206979166666667,4909.738395833333,105.01041666666667,NA,8709552.657894736,186.28147368421054,NA,83532.19921875,1.7866171875,0.06739453125,33.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.44626865671642,46754783,93.105,45.5,19.436,13.799,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,1928265,50837,41242.091,1087.311,22688602,485.268,NA,NA,NA,NA,NA,NA,1928265,50837,41242.091,1087.311,22688602,485.268,NA,NA,NA,NA,NA,NA,3204531,71961,68539.105,1539.115,33214954,710.408,4989505,3541667,1447838,10.67,7.57,3.1,81.19999999999999,95.8,71.39999999999999,72.2,81.30000000000001,85.3,-1.7,Full democracy,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.0804133333333334,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Sri Lanka,2020,6276.702941176471,127.35,124.03880597014926,33.14695340501792,0.7311827956989247,0.5782686567164179,293.1224323529412,5.947273529411765,5.792629850746269,1.5480035842293907,0.03418279569892473,0.027008955223880596,1.0422695035460994,NA,NA,NA,NA,NA,NA,NA,NA,4007.746794871795,279173.3878205128,13.037455128205128,0.1871570512820513,3904.768488745981,0.18231189710610932,0.02354368932038835,111.04864864864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.67252941176471,21413250,341.955,34.1,10.069,5.331,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,43299,204,2022.066,9.527,1250417,58.395,NA,NA,NA,NA,NA,NA,43299,204,2022.066,9.527,1250417,58.395,NA,NA,NA,NA,NA,NA,86685,511,4048.194,23.864,2194290,102.473,752098,NA,NA,3.51,NA,NA,61.4,70,57.1,55.599999999999994,62.5,61.8,-1.3,Flawed democracy,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.6142962,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
St. Kitts & Nevis,2020,17.52127659574468,0.11347517730496454,0.10837906137184115,NA,NA,0,329.39686170212764,2.133326241134752,2.0360649819494587,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53192,212.865,NA,NA,NA,NA,NA,12.84,NA,NA,NA,2.3,76.23,0.779,32,NA,601.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,601.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,770.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
St. Lucia,2020,65.83276450511946,1.204778156996587,1.1215902777777778,3.076923076923077,0.09615384615384616,0.017378472222222222,358.5096689419795,6.5609726962457335,6.107611111111111,16.756519230769232,0.5236538461538461,0.09454861111111111,0.9492982456140351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183629,293.187,34.9,9.721,6.405,NA,204.62,11.62,NA,NA,87.202,1.3,76.2,0.759,353,5,1922.354,27.229,NA,NA,NA,NA,NA,NA,NA,NA,353,5,1922.354,27.229,NA,NA,NA,NA,NA,NA,NA,NA,3941,47,21461.752,255.951,NA,NA,2094,2094,NA,1.14,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
St. Vincent & Grenadines,2020,48.51877133105802,0.4129692832764505,0.38649652777777777,NA,NA,0,437.3148020477816,3.722201365187713,3.4828819444444443,NA,NA,0,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110947,281.787,31.8,7.724,4.832,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,121,NA,1090.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,1090.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,1670,8,15052.232,72.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Sudan,2020,10189.784982935154,87.03071672354949,86.263446366782,644.5510204081633,4.993197278911564,5.0865259515570935,232.3820819112628,1.9847747440273038,1.9672906574394464,14.699251700680273,0.11385714285714285,0.116,1.1318110236220473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.10163265306122,43849269,23.258,19.7,3.548,2.034,NA,431.388,15.67,NA,NA,23.437,0.8,65.31,0.51,25500,1468,581.538,33.478,NA,NA,NA,NA,NA,NA,NA,NA,25500,1468,581.538,33.478,NA,NA,NA,NA,NA,NA,NA,NA,30686,1915,699.806,43.672,NA,NA,NA,NA,NA,NA,NA,NA,25.4,0,17.9,44.400000000000006,50,14.7,-1.6,Authoritarian,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.0900218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Suriname,2020,2581.4539249146756,21.194539249146757,20.978673611111113,56.7032967032967,0.4468864468864469,0.4167326388888889,4400.4505221843,36.129054607508536,35.76111111111111,96.65883516483517,0.7618498168498169,0.7104097222222222,1.0485096153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.56979522184301,586634,3.612,29.6,6.933,4.229,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,6210,122,10585.817,207.966,NA,NA,NA,NA,NA,NA,NA,NA,6210,122,10585.817,207.966,NA,NA,NA,NA,NA,NA,NA,NA,8990,175,15324.717,298.312,NA,NA,NA,NA,NA,NA,NA,NA,68.2,95.8,60.7,61.1,50,73.5,-1.6,Flawed democracy,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Sweden,2020,89262.51044776119,1305.6089552238807,1249.990493939394,4843.6632996633,29.383838383838384,25.475760606060607,8838.511134328359,129.2775552238806,123.77034545454545,479.60527272727273,2.9094713804713805,2.522551515151515,1.2174666666666667,175.28802588996763,17.356453074433656,1041.4239482200646,103.11876051779936,83.89065957446809,8.306659574468085,NA,NA,23337.29651162791,NA,NA,2.3108197674418607,23460.933734939757,2.3229939759036147,0.06385542168674699,35.06867469879518,1931,1931,NA,NA,1776,0.02,0.02,NA,176,52.33817910447761,10099270,24.718,41,19.985,13.433,0.5,133.982,4.79,18.8,18.9,NA,2.22,82.8,0.945,437379,8727,43307.982,864.122,NA,NA,1931,1931,NA,0.02,0.02,NA,437379,8727,43307.982,864.122,NA,NA,1931,1931,NA,0.02,0.02,NA,701892,13088,69499.281,1295.935,NA,NA,1010832,690391,320441,10.01,6.84,3.17,92.6,95.8,92.89999999999999,83.3,100,91.19999999999999,-1.3,Full democracy,85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.0189012,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Switzerland,2020,93221.92282958199,1454.3279742765274,1431.1489444444444,2338.566225165563,25.314569536423843,24.11579411764706,10771.350405144694,168.04069453376206,165.36244444444444,270.2102450331126,2.925066225165563,2.786575163398693,1.1994019933554818,NA,NA,NA,NA,NA,NA,NA,NA,9753.161290322581,986113.0117302053,113.9406715542522,1.1269589442815249,9743.342261904761,1.1258065476190475,0.08096119402985075,41.45192307692307,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.12067055393586,8654618,214.243,43.1,18.436,12.644,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.955,452296,7645,52260.654,883.343,3325828,384.284,NA,NA,NA,NA,NA,NA,452296,7645,52260.654,883.343,3325828,384.284,NA,NA,NA,NA,NA,NA,567903,10082,65618.494,1164.927,4477450,517.348,948678,616913,331765,10.96,7.13,3.83,88.3,95.8,85.7,77.8,93.80000000000001,88.2,-2,Full democracy,85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Syria,2020,2950.733333333333,40.11929824561403,39.76126071428571,156.25539568345323,2.5575539568345325,2.451060714285714,168.6070105263158,2.292442105263158,2.2719392857142857,8.928489208633094,0.14610071942446043,0.14001785714285714,1.0702727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.26028070175438,17500657,NA,21.7,NA,2.577,NA,376.264,NA,NA,NA,70.598,1.5,72.7,0.567,11434,711,653.347,40.627,NA,NA,NA,NA,NA,NA,NA,NA,11434,711,653.347,40.627,NA,NA,NA,NA,NA,NA,NA,NA,16187,1079,924.937,61.655,NA,NA,NA,NA,NA,NA,NA,NA,14.299999999999999,0,0,27.799999999999997,43.8,0,-0,Authoritarian,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Taiwan,2020,420.8753623188406,2.3197674418604652,2.3236725663716813,6.059375,0.021875,0.02066961651917404,17.671342028985507,0.09743023255813954,0.0975929203539823,0.25449374999999996,9.187500000000001e-4,8.672566371681416e-4,0.7267361111111111,NA,NA,NA,NA,NA,NA,NA,NA,362.8257142857143,69513.79142857142,2.918685714285714,0.015242857142857143,363.38662790697674,0.01526453488372093,0.005430678466076696,402.42955974842766,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.71854700854701,23816775,NA,42.2,NA,8.353,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,799,7,33.548,0.294,126989,5.332,NA,NA,NA,NA,NA,NA,799,7,33.548,0.294,126989,5.332,NA,NA,NA,NA,NA,NA,978,10,41.063,0.42,177577,7.456,NA,NA,NA,NA,NA,NA,89.39999999999999,100,96.4,72.2,81.30000000000001,97.10000000000001,12.1,Full democracy,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Tajikistan,2020,8152.036585365854,54.048780487804876,54.620659751037344,65.85245901639344,0.36885245901639346,0.36887551867219914,854.7224146341464,5.666910569105691,5.726854771784232,6.904504098360656,0.03871311475409836,0.038713692946058094,1.024586776859504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.441178861788615,9537642,64.281,23.3,3.466,2.155,4.8,427.698,7.11,NA,NA,72.704,4.8,71.1,0.668,13296,90,1394.055,9.436,NA,NA,NA,NA,NA,NA,NA,NA,13296,90,1394.055,9.436,NA,NA,NA,NA,NA,NA,NA,NA,13308,90,1395.313,9.436,NA,NA,NA,NA,NA,NA,NA,NA,19.4,0,22.1,22.200000000000003,43.8,8.8,0.1,Authoritarian,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.0620330666666667,0,NA,NA,NA,NA,NA,NA,3.2772364924712134,3.4308736217133164,3.170157068062827,3.365748709122203,5.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Tanzania,2020,444.12371134020617,1.7491408934707904,1.7712272727272727,19.13768115942029,0.07608695652173914,0.07342657342657342,7.434955326460481,0.029274914089347077,0.02966083916083916,0.3207608695652174,0.0012717391304347826,0.0012167832167832167,0.04193798449612403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.372061855670104,59734213,64.699,17.7,3.108,1.874,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,509,21,8.521,0.352,NA,NA,NA,NA,NA,NA,NA,NA,509,21,8.521,0.352,NA,NA,NA,NA,NA,NA,NA,NA,509,21,8.521,0.352,NA,NA,NA,NA,NA,NA,NA,NA,51,48.3,50,50,62.5,44.1,-0.6,Hybrid regime,38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2700432,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Thailand,2020,2821.3594202898553,20.811046511627907,19.209466076696167,50.85294117647059,0.20588235294117646,0.17954277286135692,40.420626086956524,0.29815406976744185,0.27518879056047196,0.7285718954248366,0.002934640522875817,0.002563421828908555,1.02786941580756,NA,NA,NA,NA,NA,NA,NA,NA,4514.276243093923,627233.8397790055,8.98614364640884,0.06470165745856353,4433.918539325843,0.06352528089887641,0.02231476323119777,367.2732590529248,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.38520661157025,69799978,135.132,40.1,11.373,6.89,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,7163,63,102.622,0.903,1634168,23.412,NA,NA,NA,NA,NA,NA,7163,63,102.622,0.903,1634168,23.412,NA,NA,NA,NA,NA,NA,26540,85,380.229,1.218,2894666,41.471,7262,NA,NA,0.01,NA,NA,60.4,70,50,66.7,62.5,52.9,-2.8,Flawed democracy,36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.128896,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Timor-Leste,2020,24.666666666666668,0.1543859649122807,0.1500392857142857,NA,NA,0,18.708873684210527,0.11707719298245614,0.11371785714285715,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.67529824561404,1318442,87.176,18,3.556,1.897,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,44,NA,33.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,33.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,109.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,95.8,59.3,55.599999999999994,68.8,73.5,-1.3,Flawed democracy,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Togo,2020,1268.202657807309,12.069767441860465,12.101847972972973,31.3,0.24285714285714285,0.2298108108108108,153.18796013289037,1.4579468438538206,1.461820945945946,3.7806892857142858,0.029378571428571428,0.02777027027027027,1.0665853658536586,NA,NA,NA,NA,NA,NA,NA,NA,603.2693602693603,63832.114478114476,7.710380471380471,0.07287878787878788,596.4695945945946,0.07205405405405406,0.022962837837837837,57.292733564013844,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.357062706270625,8278737,143.366,19.4,2.839,1.525,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,3633,68,438.835,8.214,179171,21.642,NA,NA,NA,NA,NA,NA,3633,68,438.835,8.214,179171,21.642,NA,NA,NA,NA,NA,NA,7737,92,934.563,11.113,246492,29.774,NA,NA,NA,NA,NA,NA,28,31.7,17.9,33.3,50,32.400000000000006,-5,Authoritarian,29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.107769933333333,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Trinidad & Tobago,2020,2375.713310580205,24.40273037542662,24.710822916666668,46.41843971631206,0.450354609929078,0.43557291666666664,1697.5552559726962,17.43688395904437,17.656979166666666,33.167932624113476,0.32186879432624116,0.3111423611111111,0.7439852398523985,NA,NA,NA,NA,NA,NA,NA,NA,300.0215517241379,20837.46835443038,14.8893417721519,0.21439224137931034,297.62820512820514,0.21263675213675215,0.14063675213675214,32.66616161616162,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.44525597269624,1399491,266.886,36.2,10.014,5.819,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,7150,127,5109,90.747,72322,51.677,NA,NA,NA,NA,NA,NA,7150,127,5109,90.747,72322,51.677,NA,NA,NA,NA,NA,NA,7743,140,5532.726,100.036,98523,70.399,440,440,NA,0.03,0.03,NA,71.6,95.8,71.39999999999999,61.1,56.3,73.5,0,Flawed democracy,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Tunisia,2020,25246.148514851484,459.2079207920792,448.10927852348993,782.2569444444445,16.23611111111111,15.177889261744966,2136.133742574257,38.854623762376235,37.91554697986577,66.18857291666667,1.3738090277777777,1.2841845637583893,1.1153900709219857,NA,NA,NA,NA,NA,NA,NA,NA,1025.1069518716577,66445.88421052632,5.622163157894737,0.08677540106951871,1126.4455958549222,0.09532642487046632,0.036751295336787566,182.60523560209424,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.38237623762376,11818618,74.228,32.7,8.001,5.075,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,139140,4676,11772.95,395.647,225033,19.041,NA,NA,NA,NA,NA,NA,139140,4676,11772.95,395.647,225033,19.041,NA,NA,NA,NA,NA,NA,239368,8292,20253.468,701.605,225033,19.041,NA,NA,NA,NA,NA,NA,65.9,91.7,53.6,72.2,56.3,55.9,-1.3,Flawed democracy,44,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.225975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
Turkey,2020,374259.61824324325,4696.362711864407,4605.248869415807,7115.631034482759,72.00344827586207,69.17967010309279,4437.559385135135,55.68431525423729,54.6039587628866,84.36936896551724,0.8537620689655172,0.8202508591065292,1.161602787456446,NA,NA,NA,NA,NA,NA,NA,NA,87372.41785714286,8061139.925,95.58015,1.0359607142857143,87478.73992673993,1.0372161172161172,0.04875824175824176,39.526373626373626,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.93219594594595,84339067,104.914,31.6,8.153,5.061,0.2,171.285,12.13,14.1,41.1,NA,2.81,77.69,0.82,2208652,20881,26187.769,247.584,24504567,290.548,NA,NA,NA,NA,NA,NA,2208652,20881,26187.769,247.584,24504567,290.548,NA,NA,NA,NA,NA,NA,2821943,29227,33459.5,346.542,34122851,404.591,10360283,7745480,2614803,12.28,9.18,3.1,44.800000000000004,35,53.6,55.599999999999994,56.3,23.5,3.9,Hybrid regime,40,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.175544733333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
